newname,Unnamed: 0,0,1,2,3,4
张宏,11,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
恒康,12,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
康信,13,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
逸航,14,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
顺康,15,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
千忆,16,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
万鑫,17,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
诚旭,18,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
腾飞,19,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
优格,20,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
未来健康,21,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
恒泰,22,青岛恒泰餐饮管理公司,山东省,青岛市,市北区,嘉定路17-2号市政写字楼2层
绿禾,23,青岛绿禾餐饮管理公司,山东省,青岛市,李沧区,浏阳路2甲-8号附近
高铁,24,青岛高铁餐饮管理公司,山东省,青岛市,市南区,泰安路16号
一锅到底正宗重庆老火锅,0,一锅到底正宗重庆老火锅,山东省,青岛市,城阳区,流亭街道红埠社区夏塔路116号
一锅到底正宗重庆老火锅夏塔路店,1,一锅到底正宗重庆老火锅(夏塔路店),山东省,青岛市,城阳区,夏塔路162号博博熊幼儿园东侧
秦上秦闽江路店,0,秦上秦(青岛闽江路店),山东省,青岛市,市南区,南闽江路151号福州路与闽江路口东
双月楼海鲜食府,0,双月楼海鲜食府,山东省,青岛市,胶州市,郑州东路华泰家园6号网点(近胶州华泰电力)
双月楼海鲜家常菜,1,双月楼海鲜家常菜,山东省,青岛市,胶州市,李孟路罗家村聚祥综合商店附近
红岛鼎客海鲜旗舰店,0,红岛鼎客海鲜旗舰店,山东省,青岛市,城阳区,耕海路北50米
鼎煎客营养彩色煎饼,1,鼎煎客营养彩色煎饼,山东省,青岛市,市北区,南京路254号
千鼎客麻辣烫,2,千鼎客麻辣烫,山东省,青岛市,李沧区,四流中路274号
千鼎客麻辣烫振华路维客广场店,3,千鼎客麻辣烫(振华路维客广场店),山东省,青岛市,李沧区,振华路161号(维客一楼南门外与美发店交接处1F07)
鼎优客小不点鲁肉饭,4,鼎优客·小不点鲁肉饭,山东省,青岛市,胶州市,阜安街道办事处常州路520号网点
牛鼎火锅维客运海城购物中心,5,牛鼎火锅(维客运海城购物中心),山东省,青岛市,黄岛区,香江路127号维客运海城购物中心F4层
冒鼎川味江湖菜乐客城店,6,冒鼎川味江湖菜(乐客城店),山东省,青岛市,李沧区,"夏庄路1号(乐客城负一层中央喷泉旁,COCO奶茶对面)"
星巴克咖啡崂山金鼎广场店,7,星巴克咖啡(青岛崂山金鼎广场店),山东省,青岛市,崂山区,海尔路83号利群金鼎广场1楼
阿弥陀佛素食餐厅,0,阿弥陀佛素食餐厅,山东省,青岛市,市北区,重庆南路25号-18号
牡丹汗黄岛,0,青岛牡丹汗餐饮管理有限公司黄岛分公司,山东省,青岛市,黄岛区,馨月斋东侧
山东国华物业管理,1,山东国华物业管理有限公司青岛分公司,山东省,青岛市,市南区,山东路7号
至信工程项目管理,2,至信工程项目管理有限公司青岛分公司,山东省,青岛市,黄岛区,三沙路与盛海路交叉口西200米
山东橡树酒店,3,山东橡树酒店管理有限公司青岛分公司,山东省,青岛市,崂山区,麦岛路1号13-1号
瑞港物业管理开发区,4,青岛瑞港物业管理有限公司开发区分公司,山东省,青岛市,黄岛区,银领汇都A座
北京东方祥瑞资产,5,北京东方祥瑞资产管理有限公司青岛分公司,山东省,青岛市,市南区,香港中路街道燕儿岛路10号凯悦中心35层
红瑞健康长春路,6,青岛红瑞健康管理有限公司长春路分公司,山东省,青岛市,市北区,长春路61号2层201
北京东方祥瑞资产,7,北京东方祥瑞资产管理有限公司(青岛分公司),山东省,青岛市,市北区,河西街道和达中心b座5楼北京东方祥瑞资产管理有限公司青岛分公司
北京中湾智地物业管理,8,北京中湾智地物业管理有限公司青岛分公司,山东省,青岛市,崂山区,松岭路393号北京航空航天大学青岛研究院2号楼三层
德信物业管理里岔,9,德信物业管理有限公司里岔分公司,山东省,青岛市,胶州市,张应镇驻地张应工商所附近
新中物业管理中国,10,新中物业管理(中国)有限公司青岛分公司,山东省,青岛市,市南区,香港中路59号国际金融中心
正大,11,青岛正大有限公司,山东省,青岛市,城阳区,青威路1号青岛源诚浩工贸有限公司院内
巨和投资上海,12,巨和投资管理(上海)有限公司青岛分公司,山东省,青岛市,市南区,香港中路61号乙远洋大厦A座11层B单元
联智达企业,13,青岛联智达企业管理有限公司,山东省,青岛市,市北区,镇江路31-2号
山东三阳项目管理庐山路,14,山东三阳项目管理有限公司(庐山路),山东省,青岛市,黄岛区,开发区富春江路153号3楼
雅高酒店宁夏路店,15,雅高酒店管理有限公司(宁夏路店),山东省,青岛市,市南区,宁夏路150号
鸿泰鼎石资产,16,鸿泰鼎石资产管理有限责任公司青岛分公司,山东省,青岛市,市南区,香港中路32号五矿大厦26楼
寿哈哈健康,17,寿哈哈健康管理有限公司青岛分公司,山东省,青岛市,城阳区,青溟路43号附近
济南晟邦供应链,18,济南晟邦供应链管理有限公司青岛分公司,山东省,青岛市,市北区,太清路45丁
上海淮煜资产,19,上海淮煜资产管理有限公司青岛分公司,山东省,青岛市,市南区,东海西路43号凯旋大厦A座10A
汉庭星空上海酒店南,20,汉庭星空(上海)酒店管理有限公司青岛市南分公司,山东省,青岛市,市南区,北京路87号(近青岛火车站)
北京华玺财富投资,21,北京华玺财富投资管理有限公司青岛分公司,山东省,青岛市,市南区,香港中路30号甲世奥国际大厦25层
禾中农商企业大场,22,青岛禾中农商企业管理有限公司大场分公司,山东省,青岛市,黄岛区,吉利河路14号甲附近
北京瀚亚世纪资产,23,北京瀚亚世纪资产管理有限公司青岛分公司,山东省,青岛市,市南区,香港中路2号海航万邦中心1110室
红星美凯龙品牌,24,红星美凯龙品牌管理有限公司青岛分公司,山东省,青岛市,黄岛区,海南路红星美凯龙
拓创文化传播,0,青岛拓创文化传播有限公司,山东省,青岛市,市北区,华阳路街道昌乐路一号天福文化新天地2楼210
嘻哈帮文化传播大拇指店,1,青岛嘻哈帮文化传播有限公司(大拇指店),山东省,青岛市,崂山区,同安路880号(大拇指广场4楼7-10号)
尚阳文化传播,2,青岛尚阳文化传播有限公司,山东省,青岛市,市北区,延安三路67号湛山创客工厂2号楼424
池上文化传播,3,青岛池上文化传播有限公司,山东省,青岛市,城阳区,兴阳路217号青岛国家广告产业园25号楼201层
青铜文化传播,4,青岛青铜文化传播有限公司,山东省,青岛市,市北区,芙蓉路61号
新宇文化传播,5,青岛新宇文化传播有限公司,山东省,青岛市,市北区,大港二路6乙-3
新闻网络传播,6,青岛新闻网络传播有限公司,山东省,青岛市,市南区,宁夏路228号市南软件园5号楼6层
蓝图文化传播,7,青岛蓝图文化传播有限公司,山东省,青岛市,市南区,福州北路6号海信都市华彩3号楼103室-501室
策马文化传播,8,青岛策马文化传播有限公司,山东省,青岛市,市南区,山东路9号深业中心A座17E
时讯文化传播,9,青岛时讯文化传播有限公司,山东省,青岛市,黄岛区,新华路46号附近
弄潮文化传播,10,青岛弄潮文化传播有限公司,山东省,青岛市,市北区,辽宁路84-13号润丰写字楼3层
盛茂文化传播,11,青岛盛茂文化传播有限公司,山东省,青岛市,黄岛区,阿里山路124号附近
星瀚文化传播,12,青岛星瀚文化传播有限公司,山东省,青岛市,市北区,大学生创业孵化中心1302
楚格文化传播,13,青岛楚格文化传播有限公司,山东省,青岛市,市北区,绍兴路西50米
四维文化传播,14,青岛四维文化传播有限公司,山东省,青岛市,李沧区,浮山路街道黑龙江中路828号
福喜文化传播,15,青岛福喜文化传播有限公司,山东省,青岛市,黄岛区,珠山街道珠峰街49号
润邦文化传播,16,青岛润邦文化传播有限公司,山东省,青岛市,黄岛区,隐珠街道豆金河双子座商业广场6号19室
春明文化传播,17,青岛春明文化传播有限公司,山东省,青岛市,黄岛区,易通路68号乙附近
厚朴文化传播,18,青岛厚朴文化传播有限公司,山东省,青岛市,李沧区,青山路689号宝龙酒店公寓2号楼918室
启点文化传播,19,青岛启点文化传播有限公司,山东省,青岛市,黄岛区,开发区北江路2-3号
震达文化传播,20,青岛震达文化传播有限公司,山东省,青岛市,黄岛区,开发区紫锦广场2202室
创文化传播,21,青岛创文化传播有限公司,山东省,青岛市,市南区,南京路100号金华公寓
天龙文化传播,22,青岛天龙文化传播有限公司,山东省,青岛市,李沧区,金水路817号伟东·幸福之城1期4号楼2单元16层601室
文百文化传播,23,青岛文百文化传播有限公司,山东省,青岛市,城阳区,长城路国贸大厦8层
星艺文化传播,24,青岛星艺文化传播有限公司,山东省,青岛市,即墨区,安居二小区东南100米(文化路南)
禾当家馅饼,0,禾当家馅饼,山东省,青岛市,市北区,泰山路127号
禾当家馅饼,1,禾当家馅饼,山东省,青岛市,市北区,四流南路157号
禾当家馅饼香港中路店,2,禾当家馅饼(香港中路店),山东省,青岛市,市南区,燕儿岛路与香港中路交叉口西北100米
禾当家馅饼东海西路店,3,禾当家馅饼(东海西路店),山东省,青岛市,市南区,东海西路21丁、戊
禾当家馅饼台东店,4,禾当家馅饼(台东店),山东省,青岛市,市北区,芙蓉路72号一层
伏羊老传统全羊馆闽江路店,5,伏羊老传统全羊馆(闽江路店),山东省,青岛市,市南区,闽江路46号甲附近
全羊馆,0,全羊馆,山东省,青岛市,黄岛区,子食山路与泊里二路交叉口南100米
老街馄饨南京路,1,老街馄饨(南京路),山东省,青岛市,市北区,CBD幸福家园(南京路西)(近青岛第五十三中学)
小红帽面食,2,小红帽面食,山东省,青岛市,市北区,幸福家园(开平路)
秦晋味道脆皮肉夹馍,3,秦晋味道脆皮肉夹馍,山东省,青岛市,市北区,广饶路22-2丙号向阳红幸福家园底商
丹香仙霞岭路店,4,丹香(仙霞岭路店),山东省,青岛市,崂山区,仙霞岭路1号凯旋家园1-3网点
笈美创意,0,笈美创意餐饮管理服务有限公司,山东省,青岛市,市南区,南香港中路太古购物中心负一层
源润盛,1,青岛源润盛餐饮管理有限公司,山东省,青岛市,市北区,台柳路和达中心城B座
红枫叶,2,红枫叶餐饮管理有限公司,山东省,青岛市,市北区,龙城路31号卓越世纪中心3号楼2123室
客百赞,3,青岛客百赞餐饮管理有限公司,山东省,青岛市,市北区,大学生创业孵化中心6层617
鼎泰汇峰技术培训,4,青岛鼎泰汇峰餐饮管理公司技术培训中心,山东省,青岛市,城阳区,正阳中路与荟城路交叉口西南150米
爱必胜披萨,5,爱必胜披萨,山东省,青岛市,即墨区,共和路北段47号
俏江南中心广场店,6,俏江南(青岛中心广场店),山东省,青岛市,市南区,香港中路8号青岛中心购物广场3层
爱必胜披萨店开发区店,7,爱必胜披萨店(开发区店),山东省,青岛市,即墨区,经济开发区鹤山路291号(广电大厦东200米路南)
爱必胜披萨店,8,爱必胜披萨店,山东省,青岛市,即墨区,振华街173号(大润发超市西300米路南)
新广开海鲜鲁菜大酒店苗岭路店,9,新广开海鲜鲁菜大酒店(苗岭路店),山东省,青岛市,崂山区,苗岭路19号裕龙大厦(上实中心北侧)
左右餐厅双珠店,10,左右餐厅(双珠店),山东省,青岛市,黄岛区,双珠路1565号(黄岛房管中心对面)
职工餐厅,11,职工餐厅,山东省,青岛市,市南区,香港中路6号青岛世界贸易中心C座1层
老王家砂锅,12,老王家砂锅,山东省,青岛市,市南区,掖县路11号乙109户(市南区管理服务中心对面)
CJCaf咖啡厅,13,CJ Café咖啡厅,山东省,青岛市,即墨区,嵩山二路187-1(壹品华庭南门东50米)
蔺氏旭光辣子鸡菜馆菜市二路,14,蔺氏旭光辣子鸡菜馆(菜市二路),山东省,青岛市,市北区,北区延安二路18号红屋牛排斜对面(近南山市场)
绛快餐,15,绛快餐,山东省,青岛市,市北区,延安二路(五星电器旁边)
吉云快餐店东山路店,16,吉云快餐店(东山路店),山东省,青岛市,市北区,桑梓路9号(近五星电器)
兰州牛肉拉面王大港街道办事处西,17,兰州牛肉拉面王(大港街道办事处西),山东省,青岛市,市北区,华阳路街道华阳路50号
金源酒店即墨市王村粮食管理所北,18,金源酒店(即墨市王村粮食管理所北),山东省,青岛市,即墨区,603省道西50米
单县大锅全羊红石崖公路管理站东北,19,单县大锅全羊(红石崖公路管理站东北),山东省,青岛市,黄岛区,328省道红石崖镇中心小学附近
千步深夜食堂,0,千步深夜食堂,山东省,青岛市,黄岛区,长江中路238号1号楼4号网点(银领国际北门)
千步多国籍料理胶南店,1,千步多国籍料理(胶南店),山东省,青岛市,黄岛区,人民路308号商城新阳光家家悦超市东北小路从北面向南数第六家门店
康信设备,0,青岛康信餐饮设备有限公司,山东省,青岛市,李沧区,中崂路与巨峰路交叉口东北100米
山东外贸机械宿舍,0,山东外贸机械公司宿舍,山东省,青岛市,市南区,闽江路-闽江路11号
莱西外贸,1,莱西外贸,山东省,青岛市,莱西市,威海西路6号
山东外贸机械宿舍北门,2,山东外贸机械公司宿舍(北门),山东省,青岛市,市南区,闽江路11号
深化外贸包装材料,3,深化外贸包装材料有限公司,山东省,青岛市,即墨区,墨青威路801号
山东外贸集团民丰,4,山东外贸集团民丰有限公司,山东省,青岛市,市南区,太平路51号山东国际贸易大厦30层
山东外贸集团永丰,5,山东外贸集团永丰有限公司,山东省,青岛市,市南区,太平路51号山东国际贸易大厦29层
山东外贸集团瑞丰,6,山东外贸集团瑞丰有限公司,山东省,青岛市,市南区,太平路51号山东国际贸易大厦32层
山东外贸集团新欣,7,山东外贸集团新欣有限公司,山东省,青岛市,市南区,太平路51号山东国际贸易大厦33层
山东外贸机械宿舍4号楼,8,山东外贸机械公司宿舍4号楼,山东省,青岛市,市南区,外贸机械公司宿舍4号楼
山东外贸机械宿舍3号楼,9,山东外贸机械公司宿舍3号楼,山东省,青岛市,市南区,外贸机械公司宿舍3号楼
山东外贸机械宿舍5号楼,10,山东外贸机械公司宿舍5号楼,山东省,青岛市,市南区,外贸机械公司宿舍5号楼
山东外贸机械宿舍1号楼,11,山东外贸机械公司宿舍1号楼,山东省,青岛市,市南区,外贸机械公司宿舍1号楼
山东外贸机械宿舍6号楼,12,山东外贸机械公司宿舍6号楼,山东省,青岛市,市南区,外贸机械公司宿舍6号楼
深化外贸包装材料北门,13,深化外贸包装材料有限公司(北门),山东省,青岛市,即墨区,青威路801号
新郎希努尔集团外贸,14,新郎希努尔集团(青岛)外贸分公司,山东省,青岛市,市南区,香港中路56号金光大厦3层
外贸通信息技术,15,青岛外贸通信息技术有限公司,山东省,青岛市,崂山区,海尔路数码科技中心B座301室
外贸城,16,青岛外贸城,山东省,青岛市,市北区,敦化路533号
新世纪外贸批发,17,新世纪外贸批发,山东省,青岛市,平度市,李园街道办事处紫荆路18号
博奥,18,青岛博奥公司,山东省,青岛市,市北区,南京路346号甲
外贸服饰即发共和路店,19,外贸服饰(即发共和路店),山东省,青岛市,即墨区,共和路6号
瑞益材料设备外贸部,20,青岛瑞益材料设备有限公司(外贸部),山东省,青岛市,黄岛区,韶山路168号附近
山东外贸集团信息传播南京路业务部,21,山东外贸集团信息传播公司南京路业务部,山东省,青岛市,市南区,南京路9号联合大厦11层H
海鲸灵海藻生物集团,22,青岛海鲸灵海藻生物集团有限公司,山东省,青岛市,市南区,公司总部及外贸办公青岛市山东路7号乙中央国际2号楼2单元30层
山东外贸机械,23,山东外贸机械,山东省,青岛市,市南区,瞿塘峡路1号606室
外贸服装,24,外贸服装,山东省,青岛市,城阳区,重庆北路415号附近
沸腾鱼合肥路店,0,沸腾鱼(合肥路店),山东省,青岛市,崂山区,劲松八路150号附近
沸腾鱼家市南区店,1,沸腾鱼家(市南区店),山东省,青岛市,市南区,鄱阳湖路8号一层
沸腾鱼乡,2,沸腾鱼乡,山东省,青岛市,市南区,鄱阳湖路8号附近
沸腾鱼菜馆,3,沸腾鱼菜馆,山东省,青岛市,即墨区,鹤山路121号(华洋大酒店正对面)
傲椒沸腾鱼,4,傲椒沸腾鱼,山东省,青岛市,平度市,永州路279号(永州路与人民路交叉路口处)
杨府沸腾鱼金沙路店,5,杨府沸腾鱼(金沙路店),山东省,青岛市,市北区,金沙路17号-11号
沸腾鱼米饭成都美食城店,6,沸腾鱼米饭(成都美食城店),山东省,青岛市,市北区,台东三路77号
沸腾鱼庄金狮店,7,沸腾鱼庄(金狮店),山东省,青岛市,崂山区,香港东路195号乙金狮广场购物中心L4-21-22号
杨府沸腾鱼,8,杨府沸腾鱼,山东省,青岛市,市南区,江西路105丙-6号
鱼俏沸腾鱼,9,鱼俏沸腾鱼,山东省,青岛市,市南区,绍兴路3号
老地方沸腾鱼,10,老地方沸腾鱼,山东省,青岛市,市南区,澄海三路2号-乙
金凤凰沸腾鱼馆,11,金凤凰沸腾鱼馆,山东省,青岛市,市南区,新田路39号(近大润发)
小凤凰沸腾鱼馆古田路店,12,小凤凰沸腾鱼馆(古田路店),山东省,青岛市,市南区,古田路与逍遥三路交叉口西南100米
罗胖子沸腾鱼,13,罗胖子沸腾鱼,山东省,青岛市,市南区,江西路158号甲
鲜花椒沸腾鱼传统川菜,14,鲜花椒沸腾鱼传统川菜,山东省,青岛市,市南区,泰州一路16号附近
小草房沸腾鱼兰州东路,15,小草房沸腾鱼(兰州东路),山东省,青岛市,胶州市,九龙街道兰州东路375号
六号门沸腾鱼馆兴隆路店,16,六号门沸腾鱼馆(兴隆路店),山东省,青岛市,市北区,[]
川渝之家沸腾鱼,17,川渝之家沸腾鱼,山东省,青岛市,胶州市,广州北路83号
椒乡沸腾鱼馆,18,椒乡沸腾鱼馆,山东省,青岛市,城阳区,靖城路青特上豪广场春香排骨米饭西侧
壹佳沸腾鱼,19,壹佳沸腾鱼,山东省,青岛市,即墨区,振华街151-2号
大龙沸腾鱼麦岛店,20,大龙沸腾鱼(麦岛店),山东省,青岛市,崂山区,海口路33号麦岛家园附近
艺文沸腾鱼,21,艺文沸腾鱼,山东省,青岛市,李沧区,永安路街道临汾路81号
椒乡沸腾鱼繁花里店,22,椒乡沸腾鱼(繁花里店),山东省,青岛市,黄岛区,庐山路6号繁花里16-3(名嘉汇南门对面)
文记沸腾鱼,23,文记沸腾鱼,山东省,青岛市,李沧区,永安路街道永安路永年路
杨府沸腾鱼,24,杨府沸腾鱼,山东省,青岛市,市北区,松山支路与泰山路交叉口东50米
家味道柴火大锅炖,0,家味道柴火大锅炖,山东省,青岛市,胶州市,建设路与汇金通路交叉口西北50米
山里味道大锅全羊,1,山里味道大锅全羊,山东省,青岛市,市北区,益都路22门牌
海边味道海边人家二店,2,海边味道(海边人家二店),山东省,青岛市,黄岛区,台东七路103号(刘一锅旁)
小巷味道虾仁锅贴,3,小巷味道虾仁锅贴,山东省,青岛市,市北区,错埠岭二路18号(迪卡侬)
老味道大锅串,4,老味道大锅串,山东省,青岛市,即墨区,蓝村镇市场三路3号
日出茶太,0,日出茶太,山东省,青岛市,黄岛区,滨海大道2888号青岛新城吾悦广场负一层
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
美洁,1,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
浩世,2,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
中泰,3,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
多鲜乐,4,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
湾仔尚品,5,青岛湾仔尚品餐饮管理有限责任公司,山东省,青岛市,城阳区,兴阳路与安顺北路交叉口东南100米
高和,6,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,7,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
创业帮,8,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
新宇,9,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,10,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
张宏,11,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
优格,12,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
腾飞,13,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
诚旭,14,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
万鑫,15,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
千忆,16,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
顺康,17,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
逸航,18,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
康信,19,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
恒康,20,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
未来健康,21,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
高铁,22,青岛高铁餐饮管理公司,山东省,青岛市,市南区,泰安路16号
恒泰,23,青岛恒泰餐饮管理公司,山东省,青岛市,市北区,嘉定路17-2号市政写字楼2层
绿禾,24,青岛绿禾餐饮管理公司,山东省,青岛市,李沧区,浏阳路2甲-8号附近
川西巷子老火锅,0,川西巷子老火锅,山东省,青岛市,李沧区,李村街道枣园路22号
老船夫海鲜城东海东路店,1,老船夫海鲜城(东海东路店),山东省,青岛市,崂山区,东海东路60号
全聚德烤鸭店店,2,全聚德烤鸭店(青岛店),山东省,青岛市,市南区,香港中路12号丰合广场A座1-2层
肯德基百脑汇店,3,肯德基(百脑汇店),山东省,青岛市,市北区,辽宁路147号百脑汇资讯广场1-2层
船家渔延安三路店,4,船家渔(延安三路店),山东省,青岛市,市北区,延安三路67号(延安三路金狮宾馆)
盈园,5,盈园,山东省,青岛市,崂山区,海青路1-2号(青岛雕塑园)
光头许包子铺,0,光头许包子铺,山东省,青岛市,黄岛区,灵山卫街道办事处灵海路3633号
光头许包子铺,1,光头许包子铺,山东省,青岛市,市北区,敦化路山东路111号
光头许包子铺钱塘江路店,2,光头许包子铺(钱塘江路店),山东省,青岛市,黄岛区,开发区钱塘江路111号(钱塘江市场南头)
光头许包子铺蓝鳌路店,3,光头许包子铺(蓝鳌路店),山东省,青岛市,即墨区,蓝鳌路828号
光头许包子铺嘉陵江路店,4,光头许包子铺(嘉陵江路店),山东省,青岛市,黄岛区,长江路街道嘉陵江路155号(嵩山隧道西出口100米)
光头许包子铺武夷山路店,5,光头许包子铺(武夷山路店),山东省,青岛市,黄岛区,开发区唐岛湾B组团7区3号楼15号网点(海都大酒店南100米)
光头许包子铺盛世江山店,6,光头许包子铺(盛世江山店),山东省,青岛市,黄岛区,富春江路1501号网点
光头许包子铺天目山路店,7,光头许包子铺(天目山路店),山东省,青岛市,黄岛区,天目山路346号
光头许包子铺滨海学院店,8,光头许包子铺(滨海学院店),山东省,青岛市,黄岛区,江山南路534号1号网点
光头许包子铺黄浦江路店,9,光头许包子铺(黄浦江路店),山东省,青岛市,黄岛区,黄浦江路171号(尚客优楼下、东北串王隔壁)
光头许包子铺昆仑山庄店,10,光头许包子铺(昆仑山庄店),山东省,青岛市,黄岛区,齐长城路1208号32栋3单元101号
光头许包子铺山海湾店,11,光头许包子铺(山海湾店),山东省,青岛市,黄岛区,漓江东路507-02号
光头许包子铺辛安店,12,光头许包子铺(辛安店),山东省,青岛市,黄岛区,五龙河路117号
光头许包子铺普吉新区店,13,光头许包子铺(普吉新区店),山东省,青岛市,市北区,普吉路17号普吉新区15-2号
光头许包子铺嫩江路店,14,光头许包子铺(嫩江路店),山东省,青岛市,市北区,嫩江路10号丙
光头许包子铺人民路店,15,光头许包子铺(人民路店),山东省,青岛市,市北区,人民路96号丙
光头许包子铺南京路店,16,光头许包子铺(南京路店),山东省,青岛市,市北区,南京路442号(南京路与拜泉路交叉口)
光头许包子铺金坛路店,17,光头许包子铺(金坛路店),山东省,青岛市,市北区,敦化路街道金坛路1号(延吉路与金坛路交叉口)
光头强包子我代送,18,光头强包子(我代送),山东省,青岛市,市北区,南京路442号
连记馄饨万佳广场店,0,连记馄饨(万佳广场店),山东省,青岛市,市北区,台东街道和兴路57号(双和园旁)
连记馄饨上清路店,1,连记馄饨(上清路店),山东省,青岛市,市北区,上清路12号北A1号-103室
连记馄饨利群商厦,2,连记馄饨(利群商厦),山东省,青岛市,市北区,台东三路77号利群商厦B1层
连记馄饨自由港湾店,3,连记馄饨(自由港湾店),山东省,青岛市,市北区,新疆路8号自由港湾
连记馄饨城阳店,4,连记馄饨(城阳店),山东省,青岛市,城阳区,青威路595-2号
春和居家常菜馆,0,春和居家常菜馆,山东省,青岛市,黄岛区,太行山路260号(太行山路与北江路交汇处南80米)
外婆家万象城,0,外婆家(万象城),山东省,青岛市,市南区,山东路6号甲万象城5层
外婆家凯德MALL,1,外婆家(凯德MALL),山东省,青岛市,市北区,黑龙江南路18号凯德MALL4F层04-01B-03
外婆家井冈山路店,2,外婆家(井冈山路店),山东省,青岛市,黄岛区,珠江路287号附近
外婆家泰山路,3,外婆家(泰山路),山东省,青岛市,市北区,泰山路8号
外婆家卤肉饭,4,外婆家卤肉饭,山东省,青岛市,黄岛区,九华山路3-11-3号网点(三个先生炸鸡旁边)
外婆家的粥,5,外婆家的粥,山东省,青岛市,市南区,燕儿岛路6号眼科医院对面
外婆家炒饭,6,外婆家炒饭,山东省,青岛市,平度市,后巷子1区11号
外婆家手工水饺,7,外婆家手工水饺,山东省,青岛市,城阳区,212省道北50米
外婆家的小碗菜,8,外婆家的小碗菜,山东省,青岛市,崂山区,山东头社区(南方国贸超市西300m)
吕记外婆家米线馄饨,9,吕记外婆家米线馄饨,山东省,青岛市,市南区,大尧3路9号2单元102户
左右餐厅双珠店,10,左右餐厅(双珠店),山东省,青岛市,黄岛区,双珠路1565号(黄岛房管中心对面)
外公外婆乡土菜临汾路店,11,外公外婆乡土菜(临汾路店),山东省,青岛市,李沧区,临汾路112号E6-6号
约起荟味轩私家菜馆,12,约起餐饮荟味轩私家菜馆,山东省,青岛市,城阳区,春阳路88号天安数码城7号楼112号2层
京鼎鲜,13,京鼎鲜,山东省,青岛市,市南区,基隆路6号-甲-2号
外婆印象海鲜家常菜劲松四路,14,外婆印象海鲜家常菜(劲松四路),山东省,青岛市,市北区,劲松四路106号埠西市场附近
外婆刀削面马家台总店,15,外婆刀削面(马家台总店),山东省,青岛市,城阳区,夏庄街道杏杭社区17号楼5号
麻辣外婆麻辣烫陈家屯店,16,麻辣外婆麻辣烫(陈家屯店),山东省,青岛市,胶州市,胶西镇西城尚居112号网点
祥子家口味菜馆延吉路店,17,祥子家口味菜馆(延吉路店),山东省,青岛市,市北区,延吉路108号新兴体育馆(近艾美酒店)
咱们家美味坊锅贴紫金山路店,18,咱们家美味坊锅贴(紫金山路店),山东省,青岛市,黄岛区,紫金山路298号(牛大碗旁)
山孚家软件园店,19,山孚家(软件园店),山东省,青岛市,市南区,宁夏路288号软件园餐厅内
山孚家中山路店,20,山孚家(中山路店),山东省,青岛市,市南区,肥城路13号丁(中山路麦当劳对面)
